Trail 1
00010, 28205, 07582, 60947, 04812,
00020, 28361, 09727, 59925, 04812,
00030, 27047, 09029, 52316, 04812,
00040, 32962, 10597, 60294, 04812,
00050, 32326, 11014, 61593, 04812,
00060, 29954, 11256, 62945, 04812,
00070, 37527, 14596, 65828, 04812,
00080, 35872, 16252, 68430, 04812,
00090, 36108, 13935, 66678, 04812,
00100, 30874, 12676, 73027, 04812,
00110, 31877, 08109, 57398, 04812,
00120, 39223, 12935, 71863, 04812,
00130, 35996, 14235, 65556, 04812,
00140, 31961, 07906, 63075, 04812,
00150, 29890, 05439, 67232, 04812,
00160, 35091, 07790, 71162, 04812,
00170, 38658, 16355, 63114, 04812,
00180, 30034, 04715, 58806, 04715,
00190, 25236, 07041, 61012, 04611,
00200, 22137, 04648, 62321, 04373,
00210, 26476, 04600, 52853, 04373,
00220, 26395, 04373, 58539, 04343,
00230, 22514, 04373, 47663, 04343,
00240, 18898, 04343, 52043, 04343,
00250, 22092, 04336, 65722, 04336,
00260, 18115, 04060, 52120, 04060,
00270, 14638, 04060, 57737, 04060,
00280, 13115, 04060, 57387, 04060,
00290, 14186, 04060, 56314, 04060,
00300, 11788, 03928, 63575, 03928,
00310, 09142, 03928, 48824, 03928,
00320, 09322, 03927, 54928, 03927,
00330, 09232, 03927, 47030, 03927,
00340, 06781, 03927, 44350, 03927,
00350, 07472, 03645, 38815, 03645,
00360, 06225, 03581, 33993, 03581,
00370, 06969, 03573, 27273, 03573,
00380, 04658, 03573, 22176, 03573,
00390, 04750, 03573, 25833, 03573,
00400, 05126, 03573, 32184, 03573,
00410, 04885, 03557, 36785, 03557,
00420, 04749, 03557, 35349, 03557,
00430, 04713, 03557, 30306, 03557,
00440, 04853, 03557, 40706, 03557,
00450, 03952, 03557, 11966, 03557,
00460, 03783, 03557, 05511, 03557,
00470, 04230, 03557, 22157, 03557,
00480, 06591, 03557, 31862, 03557,
00490, 05235, 03557, 28606, 03557,
00500, 04229, 03557, 12812, 03557,
00510, 04259, 03557, 12244, 03557,
00520, 04403, 03557, 18355, 03557,
00530, 04842, 03557, 40619, 03557,
00540, 05707, 03557, 57533, 03557,
00550, 04321, 03557, 24808, 03557,
00560, 05327, 03557, 35181, 03557,
00570, 04084, 03557, 12008, 03557,
00580, 03882, 03557, 13236, 03557,
00590, 04982, 03557, 45833, 03557,
00600, 04264, 03557, 16367, 03557,
00610, 05169, 03557, 28366, 03557,
00620, 04939, 03557, 32028, 03557,
00630, 04826, 03557, 17452, 03557,
00640, 05416, 03557, 38727, 03557,
00650, 03868, 03557, 12528, 03557,
00660, 05165, 03557, 37191, 03557,
00670, 04383, 03557, 15153, 03557,
00680, 04517, 03557, 15063, 03557,
00690, 04511, 03557, 16416, 03557,
00700, 04139, 03557, 14589, 03557,
00710, 32657, 07683, 64539, 03557,
00720, 37436, 10718, 67028, 03557,
00730, 38017, 12708, 59280, 03557,
00740, 36569, 11085, 59424, 03557,
00750, 42707, 18460, 68637, 03557,
00760, 41624, 20348, 67246, 03557,
00770, 44814, 20796, 70031, 03557,
00780, 40775, 13444, 59743, 03557,
00790, 38801, 12523, 67704, 03557,
00800, 38686, 14071, 71479, 03557,
00810, 45154, 08179, 68192, 03557,
00820, 40632, 08781, 64009, 03557,
00830, 43040, 06598, 79200, 03557,
00840, 38898, 09336, 68254, 03557,
00850, 34848, 07617, 59235, 03557,
00860, 34377, 06941, 72486, 03557,
00870, 31397, 04137, 64838, 03557,
00880, 29858, 04454, 63354, 03557,
00890, 28417, 04600, 66177, 03557,
00900, 23971, 03613, 53770, 03557,
00910, 24628, 03833, 53053, 03557,
00920, 21178, 03557, 58525, 03557,
00930, 22051, 03557, 59355, 03557,
00940, 14413, 03557, 50643, 03557,
00950, 10875, 03557, 53065, 03557,
00960, 16091, 03557, 65016, 03557,
00970, 12898, 03557, 57777, 03557,
00980, 14463, 03557, 54753, 03557,
00990, 08806, 03557, 51516, 03557,
01000, 12836, 03557, 63013, 03557,
01010, 07369, 03557, 43591, 03557,
01020, 11678, 03557, 45927, 03557,
01030, 07930, 03557, 42884, 03557,
01040, 09254, 03557, 40953, 03557,
01050, 03900, 03557, 08450, 03557,
01060, 04956, 03557, 16778, 03557,
01070, 07814, 03557, 45678, 03557,
01080, 03785, 03557, 09485, 03557,
01090, 07301, 03557, 44460, 03557,
01100, 05003, 03557, 29199, 03557,
01110, 05376, 03557, 30862, 03557,
01120, 06597, 03557, 50120, 03557,
01130, 03948, 03557, 15069, 03557,
01140, 03598, 03557, 04546, 03557,
01150, 04103, 03557, 09353, 03557,
01160, 04929, 03557, 44040, 03557,
01170, 04410, 03557, 17197, 03557,
01180, 06896, 03557, 51186, 03557,
01190, 03761, 03557, 07392, 03557,
01200, 05250, 03557, 39606, 03557,
01210, 37150, 09303, 59162, 03557,
01220, 30160, 13194, 68051, 03557,
01230, 28998, 13223, 58095, 03557,
01240, 29442, 07912, 60028, 03557,
01250, 30656, 12947, 63802, 03557,
01260, 32671, 12305, 70898, 03557,
01270, 31090, 11902, 56968, 03557,
01280, 37484, 16123, 56825, 03557,
01290, 43211, 11750, 68175, 03557,
01300, 46032, 24487, 68667, 03557,
01310, 40445, 08099, 69013, 03557,
01320, 43978, 20800, 63920, 03557,
01330, 39564, 07919, 66116, 03557,
01340, 39685, 09677, 60815, 03557,
01350, 38189, 09589, 68786, 03557,
01360, 35885, 06038, 67402, 03557,
01370, 38136, 06916, 65838, 03557,
01380, 31944, 04897, 60907, 03557,
01390, 30138, 04720, 55229, 03557,
01400, 32110, 04717, 58043, 03557,
01410, 21154, 04717, 58696, 03557,
01420, 20864, 04717, 56908, 03557,
01430, 23256, 04717, 65806, 03557,
01440, 19230, 04717, 59242, 03557,
01450, 17880, 04717, 55369, 03557,
01460, 15807, 04717, 65575, 03557,
01470, 12600, 04717, 40806, 03557,
01480, 14163, 04717, 48282, 03557,
01490, 06651, 04717, 33423, 03557,
01500, 11880, 04717, 56975, 03557,
01510, 09781, 04717, 41392, 03557,
01520, 11340, 04717, 41203, 03557,
01530, 11895, 04717, 51055, 03557,
01540, 07578, 04717, 52100, 03557,
01550, 07374, 04717, 36799, 03557,
01560, 08747, 04717, 45656, 03557,
01570, 11567, 04717, 44575, 03557,
01580, 06766, 04717, 39206, 03557,
01590, 05596, 04370, 11899, 03557,
01600, 05048, 04370, 13479, 03557,
01610, 07912, 04370, 38261, 03557,
01620, 08970, 04370, 46712, 03557,
01630, 05841, 04246, 32240, 03557,
01640, 05683, 04222, 22391, 03557,
01650, 06418, 04222, 47793, 03557,
01660, 04951, 04222, 19254, 03557,
01670, 08899, 04222, 51741, 03557,
01680, 06061, 04222, 35403, 03557,
01690, 04821, 04222, 16060, 03557,
01700, 06054, 04222, 24322, 03557,
01710, 04607, 04222, 12010, 03557,
01720, 06086, 04146, 39904, 03557,
01730, 04718, 03746, 09812, 03557,
01740, 06942, 03746, 55138, 03557,
01750, 04643, 03746, 12950, 03557,
01760, 05994, 03746, 53357, 03557,
01770, 04117, 03746, 05530, 03557,
01780, 06806, 03746, 37127, 03557,
01790, 06597, 03746, 42708, 03557,
01800, 04249, 03746, 07688, 03557,
01810, 04054, 03746, 06862, 03557,
01820, 05392, 03746, 27482, 03557,
01830, 04306, 03746, 08554, 03557,
01840, 04442, 03746, 15125, 03557,
01850, 04720, 03584, 30105, 03557,
01860, 04832, 03584, 28816, 03557,
01870, 04217, 03584, 10199, 03557,
01880, 05643, 03584, 28789, 03557,
01890, 04011, 03584, 09054, 03557,
01900, 05523, 03584, 19764, 03557,
