Trail 1
00010, 23886, 03436, 58806, 02599,
00020, 28413, 03429, 65381, 02599,
00030, 28098, 09532, 58746, 02578,
00040, 26530, 03352, 55999, 02578,
00050, 30154, 04779, 62470, 02578,
00060, 29297, 05545, 61057, 02578,
00070, 28702, 06363, 59086, 02578,
00080, 24277, 02748, 50353, 02578,
00090, 31464, 02748, 64791, 02578,
00100, 25860, 02372, 51971, 02372,
00110, 21331, 02372, 52017, 02372,
00120, 25289, 02997, 59084, 02372,
00130, 17910, 02372, 65434, 02372,
00140, 21744, 02372, 65518, 02372,
00150, 17120, 02372, 63066, 02372,
00160, 17796, 02372, 62873, 02372,
00170, 16338, 02372, 59519, 02372,
00180, 06913, 02372, 46984, 02372,
00190, 12827, 02372, 62405, 02372,
00200, 13708, 02372, 64983, 02372,
00210, 07542, 02372, 51119, 02372,
00220, 10866, 02372, 62963, 02372,
00230, 07654, 02372, 50232, 02372,
00240, 02546, 02372, 02997, 02372,
00250, 09652, 02372, 54203, 02372,
00260, 05365, 02372, 43900, 02372,
00270, 03123, 02372, 24261, 02372,
00280, 03296, 02372, 19150, 02372,
00290, 06558, 02372, 64682, 02372,
00300, 03418, 02372, 33114, 02372,
00310, 02891, 02372, 14849, 02372,
00320, 05429, 02372, 57028, 02372,
00330, 02393, 02372, 02997, 02372,
00340, 05418, 02372, 44505, 02372,
00350, 03054, 02372, 21598, 02372,
00360, 02397, 02372, 03125, 02372,
00370, 02929, 02372, 19078, 02372,
00380, 03586, 02372, 37948, 02372,
00390, 03639, 02372, 40392, 02372,
00400, 02663, 02372, 10466, 02372,
00410, 22887, 04530, 62196, 02372,
00420, 23274, 05815, 49049, 02372,
00430, 32489, 11204, 63177, 02372,
00440, 35174, 06889, 65873, 02372,
00450, 25548, 06575, 62660, 02372,
00460, 30974, 03203, 64310, 02372,
00470, 27514, 03203, 52204, 02372,
00480, 29393, 02372, 59477, 02372,
00490, 26010, 02372, 52216, 02372,
00500, 26756, 02372, 56594, 02372,
00510, 23363, 02372, 60389, 02372,
00520, 18352, 02372, 59243, 02372,
00530, 28608, 02372, 61815, 02372,
00540, 26740, 02372, 62568, 02372,
00550, 16907, 02372, 52335, 02372,
00560, 18636, 02372, 59719, 02372,
00570, 16786, 02372, 63697, 02372,
00580, 16169, 02372, 66348, 02372,
00590, 18220, 02372, 55992, 02372,
00600, 09562, 02372, 42825, 02372,
00610, 09972, 02372, 58697, 02372,
00620, 04374, 02372, 38414, 02372,
00630, 04168, 02372, 33753, 02372,
00640, 05367, 02372, 54419, 02372,
00650, 05566, 02372, 48291, 02372,
00660, 08458, 02372, 62661, 02372,
00670, 03087, 02372, 23827, 02372,
00680, 05442, 02372, 62040, 02372,
00690, 04353, 02372, 46146, 02372,
00700, 06273, 02372, 59399, 02372,
00710, 02372, 02372, 02372, 02372,
00720, 04235, 02372, 28214, 02372,
00730, 03719, 02372, 26324, 02372,
00740, 03289, 02372, 29667, 02372,
00750, 02372, 02372, 02372, 02372,
00760, 04887, 02372, 47977, 02372,
00770, 04385, 02372, 62134, 02372,
00780, 03780, 02372, 43422, 02372,
00790, 02372, 02372, 02372, 02372,
00800, 04704, 02372, 59584, 02372,
00810, 26835, 03202, 58298, 02372,
00820, 25277, 04160, 76793, 02372,
00830, 28300, 07217, 58280, 02372,
00840, 31149, 09967, 59441, 02372,
00850, 33243, 07329, 74525, 02372,
00860, 29888, 03535, 62403, 02372,
00870, 26308, 03500, 53754, 02372,
00880, 34993, 02997, 57407, 02372,
00890, 30469, 03373, 49076, 02372,
00900, 26607, 02372, 56257, 02372,
00910, 24463, 02372, 55028, 02372,
00920, 23005, 02372, 71413, 02372,
00930, 27796, 02372, 49092, 02372,
00940, 28458, 02372, 62332, 02372,
00950, 24812, 02372, 61877, 02372,
00960, 23875, 02372, 54818, 02372,
00970, 22115, 02372, 67738, 02372,
00980, 20295, 02372, 54076, 02372,
00990, 20148, 02372, 60548, 02372,
01000, 22424, 02372, 68505, 02372,
01010, 11568, 02372, 49568, 02372,
01020, 11861, 02372, 49081, 02372,
01030, 09967, 02372, 45778, 02372,
01040, 12824, 02372, 62607, 02372,
01050, 09884, 02372, 59087, 02372,
01060, 13761, 02372, 61026, 02372,
01070, 08883, 02372, 45839, 02372,
01080, 06421, 02372, 46252, 02372,
01090, 06196, 02372, 41222, 02372,
01100, 07732, 02372, 45225, 02372,
01110, 26192, 03825, 57897, 02372,
