Trail 1
00010, 41897, 21996, 68776, 19790,
00020, 42305, 22985, 62902, 19790,
00030, 51780, 27289, 70363, 19107,
00040, 51678, 29280, 69229, 19107,
00050, 54737, 29738, 72941, 19015,
00060, 58749, 30509, 79657, 19015,
00070, 55550, 21702, 75483, 19015,
00080, 54382, 23077, 77950, 19015,
00090, 52934, 23687, 78891, 19015,
00100, 54134, 32946, 73380, 19015,
00110, 47812, 20321, 73200, 17718,
00120, 46584, 20699, 71664, 13851,
00130, 44874, 13816, 65318, 13816,
00140, 46665, 14288, 65942, 12675,
00150, 32654, 12763, 59238, 12321,
00160, 46069, 15512, 67360, 12266,
00170, 34313, 12125, 60538, 10650,
00180, 34466, 11375, 64458, 10467,
00190, 28562, 11213, 71092, 10061,
00200, 32751, 10380, 65009, 09985,
00210, 28625, 10474, 62958, 09753,
00220, 24103, 10216, 60808, 09753,
00230, 21096, 09723, 74333, 09723,
00240, 21282, 09753, 54483, 09723,
00250, 17311, 09684, 47221, 09684,
00260, 18893, 09494, 57616, 09494,
00270, 19784, 09461, 57942, 09453,
00280, 16912, 09385, 50217, 09374,
00290, 15652, 09365, 59318, 09365,
00300, 15667, 09378, 47583, 09365,
00310, 15529, 09453, 59803, 09365,
00320, 12219, 09421, 49872, 09365,
00330, 15440, 09290, 55143, 09282,
00340, 14269, 09290, 56641, 09282,
00350, 11512, 09290, 36198, 09282,
00360, 11472, 09282, 44500, 09282,
00370, 13565, 09290, 51360, 09282,
00380, 11012, 09282, 45402, 09282,
00390, 13822, 09282, 55669, 09282,
00400, 10189, 09282, 18969, 09282,
00410, 11663, 09282, 42244, 09282,
00420, 13011, 09279, 41607, 09279,
00430, 09479, 09279, 10293, 09279,
00440, 11530, 09279, 43676, 09279,
00450, 11257, 09279, 45214, 09279,
00460, 10682, 09279, 38565, 09279,
00470, 09562, 09279, 12297, 09279,
00480, 10880, 09279, 46282, 09279,
00490, 10309, 09279, 28567, 09279,
00500, 10108, 09279, 20810, 09279,
00510, 10123, 09279, 23321, 09279,
00520, 09936, 09279, 17855, 09279,
00530, 09805, 09279, 13937, 09279,
00540, 10212, 09279, 25875, 09279,
00550, 11984, 09279, 50796, 09279,
00560, 09526, 09279, 11173, 09279,
00570, 10406, 09279, 19159, 09279,
00580, 09938, 09279, 18604, 09279,
00590, 11577, 09260, 55730, 09260,
00600, 10949, 09252, 53912, 09252,
00610, 13676, 09252, 51718, 09252,
00620, 11080, 09252, 47366, 09252,
00630, 10570, 09252, 30897, 09252,
00640, 09720, 09252, 14479, 09252,
