Trail 1
00010, 39698, 26196, 60421, 15469,
00020, 39358, 17885, 67358, 15469,
00030, 51123, 26930, 71304, 12230,
00040, 46468, 27368, 66441, 12230,
00050, 52731, 22434, 70066, 12230,
00060, 50004, 29914, 71898, 12230,
00070, 50873, 33981, 74050, 12230,
00080, 48043, 23086, 73045, 12230,
00090, 47079, 23364, 65277, 12230,
00100, 51986, 32542, 69817, 12230,
00110, 52726, 24534, 78537, 12230,
00120, 51013, 23979, 71717, 12230,
00130, 49935, 16772, 72500, 12230,
00140, 50039, 21388, 78241, 12230,
00150, 41435, 10261, 65900, 09909,
00160, 44102, 08905, 66565, 08905,
00170, 38426, 09648, 72637, 08187,
00180, 31172, 09015, 63675, 08187,
00190, 30906, 08084, 56491, 07620,
00200, 28759, 07685, 63313, 07571,
00210, 29687, 07907, 54841, 07571,
00220, 25582, 07585, 61168, 07551,
00230, 23113, 07657, 50962, 07537,
00240, 24038, 07537, 61289, 07537,
00250, 20411, 07625, 59033, 07537,
00260, 17587, 07497, 52538, 07497,
00270, 19021, 07497, 64294, 07497,
00280, 11059, 07158, 48435, 07156,
00290, 17604, 07123, 52660, 07094,
00300, 18328, 07094, 51594, 07094,
00310, 11251, 07094, 51151, 07094,
00320, 14667, 07036, 51312, 07036,
00330, 15259, 07036, 57444, 07036,
00340, 14567, 07036, 51213, 07036,
00350, 12306, 07036, 53201, 07036,
00360, 08492, 07036, 31722, 07036,
00370, 08599, 07036, 28352, 07036,
00380, 11448, 07036, 54290, 07036,
00390, 09791, 07036, 34491, 07036,
00400, 07718, 07036, 22552, 07036,
00410, 08978, 07036, 51263, 07036,
00420, 09472, 07036, 41488, 07036,
00430, 08055, 07036, 35238, 07036,
00440, 08271, 07036, 31053, 07036,
00450, 08701, 07036, 42504, 07036,
00460, 09812, 07036, 37795, 07036,
00470, 08763, 07036, 20527, 07036,
00480, 10242, 07036, 44111, 07036,
00490, 10986, 07036, 51543, 07036,
00500, 09282, 07036, 33374, 07036,
00510, 09912, 07036, 50305, 07036,
00520, 11680, 07036, 40437, 07036,
00530, 11054, 07036, 44126, 07036,
00540, 08731, 07036, 39526, 07036,
00550, 09663, 07036, 34207, 07036,
00560, 08877, 07036, 32095, 07036,
00570, 10436, 07036, 47568, 07036,
00580, 08143, 07036, 23930, 07036,
00590, 09621, 07036, 32129, 07036,
00600, 11692, 07036, 55693, 07036,
00610, 40503, 18577, 63667, 07036,
00620, 40813, 16301, 58543, 07036,
00630, 43981, 21561, 65006, 07036,
00640, 46377, 19533, 66017, 07036,
00650, 45338, 21601, 70926, 07036,
00660, 47928, 26377, 73263, 07036,
00670, 42762, 23934, 69368, 07036,
00680, 46635, 25736, 66754, 07036,
00690, 44833, 21672, 59170, 07036,
00700, 50579, 22660, 75381, 07036,
00710, 48600, 25821, 72269, 07036,
00720, 52638, 23387, 68497, 07036,
00730, 54877, 31285, 73021, 07036,
00740, 54646, 31784, 70703, 07036,
00750, 52604, 31684, 70889, 07036,
00760, 56333, 30609, 79695, 07036,
00770, 54612, 18283, 75707, 07036,
00780, 49816, 20980, 71830, 07036,
00790, 49978, 17862, 68671, 07036,
00800, 45716, 23104, 72446, 07036,
00810, 43312, 11736, 69559, 07036,
00820, 44378, 09479, 63981, 07036,
00830, 34436, 09328, 62221, 07036,
00840, 36779, 08903, 68501, 07036,
00850, 33010, 08848, 55098, 07036,
00860, 31606, 09185, 56938, 07036,
00870, 21786, 08664, 48445, 07036,
00880, 21480, 08250, 60301, 07036,
00890, 20067, 08218, 53913, 07036,
00900, 21927, 08620, 48370, 07036,
00910, 20879, 08027, 54425, 07036,
00920, 16160, 07693, 55374, 07036,
00930, 18977, 07600, 49826, 07036,
00940, 17067, 07531, 52667, 07036,
00950, 14488, 07416, 53762, 07036,
00960, 10724, 07416, 37597, 07036,
00970, 11655, 07183, 42230, 07036,
00980, 12763, 07183, 53496, 07036,
00990, 11588, 07085, 38423, 07036,
01000, 09090, 07085, 33690, 07036,
01010, 09073, 07047, 29694, 07036,
01020, 08535, 07036, 24491, 07036,
01030, 08413, 07036, 37562, 07036,
